Name,Link,Tags
Insurgency,https://store.steampowered.com/app/222880/Insurgency/?snr=1_7_7_7000_150_27,"FPS,Realistic,Tactical,Multiplayer,Shooter,Action,Military,Team-Based,Co-op,First-Person,War,Strategy,Online Co-Op,Competitive,Indie,Simulation,PvP,Singleplayer,Atmospheric,Adventure"
Besiege,https://store.steampowered.com/app/346010/Besiege/?snr=1_7_7_7000_150_27,"Building,Sandbox,Physics,Destruction,Puzzle,Medieval,Multiplayer,Simulation,Strategy,Science,Vehicular Combat,Third Person,Relaxing,Dark Humor,Singleplayer,Funny,Open World,LEGO,Co-op,Level Editor"
Battlefleet Gothic: Armada,https://store.steampowered.com/app/363680/Battlefleet_Gothic_Armada/?snr=1_7_7_7000_150_27,"Strategy,Warhammer 40K,Space,RTS,Sci-fi,Games Workshop,Multiplayer,Singleplayer,Tactical,Real Time Tactics,Gothic,Fantasy,Action,War,Co-op,Great Soundtrack,Survival,Difficult,Dark Fantasy,Naval"
My Child Lebensborn Remastered,https://store.steampowered.com/app/2430730/My_Child_Lebensborn_Remastered/?snr=1_7_7_7000_150_27,"Simulation,Life Sim,Story Rich,Emotional,Immersive Sim,Choices Matter,Indie,Singleplayer"
Five Nights at Freddy's 4,https://store.steampowered.com/app/388090/Five_Nights_at_Freddys_4/?snr=1_7_7_7000_150_27,"Horror,Survival Horror,Singleplayer,Robots,First-Person,Dark,Difficult,Point & Click,Survival,Psychological Horror,Strategy,Indie,Story Rich,Atmospheric,Action,Family Friendly,Simulation,Jump Scare,Animation & Modeling,Illuminati"
Chaos on Deponia,https://store.steampowered.com/app/220740/Chaos_on_Deponia/?snr=1_7_7_7000_150_27,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Story Rich,Great Soundtrack,2D,Escape Room,Dark Humor,Hand-drawn,Steampunk,Retro,Classic,Sci-fi,Atmospheric"
September 7th,https://store.steampowered.com/app/2249160/September_7th/?snr=1_7_7_7000_150_27,"Horror,Exploration,Walking Simulator,3D Platformer,3D,First-Person,Psychological Horror,Simulation,Linear,Realistic,Psychedelic,Atmospheric,Psychological,Cinematic,Old School,Retro,Singleplayer,Indie,1990's,Dark"
DNF Duel,https://store.steampowered.com/app/1216060/DNF_Duel/?snr=1_7_7_7000_150_27,"2D Fighter,Anime,Fighting,PvP,Action,2.5D,Arcade,Casual,Beat 'em up,3D Fighter,Local Multiplayer,Multiplayer,Strategy,Singleplayer,Cinematic,eSports"
Going Medieval,https://store.steampowered.com/app/1029780/Going_Medieval/?snr=1_7_7_7000_150_27,"Early Access,City Builder,Medieval,Colony Sim,Strategy,Simulation,Building,Survival,Base Building,Management,Crafting,Sandbox,RPG,Open World,Resource Management,RTS,Singleplayer,3D,Procedural Generation,Stylized"
Automation - The Car Company Tycoon Game,https://store.steampowered.com/app/293760/Automation__The_Car_Company_Tycoon_Game/?snr=1_7_7_7000_150_27,"Simulation,Management,Building,Sandbox,Strategy,Automobile Sim,Early Access,Realistic,Crafting,Indie,Education,Moddable,Science,Singleplayer,Economy,Racing,Replay Value,Immersive Sim,Physics,Choices Matter"
Hidden Through Time,https://store.steampowered.com/app/524910/Hidden_Through_Time/?snr=1_7_7_7000_150_27,"Hidden Object,Casual,Puzzle,Point & Click,2D,Family Friendly,Cute,Collectathon,Funny,Historical,Relaxing,Colorful,Hand-drawn,Minimalist,Level Editor,Time Travel,Atmospheric,Building,Adventure,Singleplayer"
Dune: Spice Wars,https://store.steampowered.com/app/1605220/Dune_Spice_Wars/?snr=1_7_7_7000_150_27,"Early Access,Management,Singleplayer,Sci-fi,Strategy,4X,Simulation,RTS,Grand Strategy,Real Time Tactics,Building,Tactical,Economy,War,Diplomacy,Multiplayer,Co-op,Base Building,PvE,PvP"
Planetary Annihilation: TITANS,https://store.steampowered.com/app/386070/Planetary_Annihilation_TITANS/?snr=1_7_7_7000_150_27,"RTS,Strategy,Real Time Tactics,Multiplayer,Singleplayer,Base Building,Co-op,Robots,War,Sci-fi,Building,PvP,Online Co-Op,Space,Grand Strategy,Mechs,Destruction,Indie,Futuristic,Simulation"
Kingdoms and Castles,https://store.steampowered.com/app/569480/Kingdoms_and_Castles/?snr=1_7_7_7000_150_27,"City Builder,Colony Sim,Strategy,Medieval,Building,Simulation,Sandbox,Singleplayer,Resource Management,Base Building,Survival,Management,RTS,Economy,Action,Colorful,Great Soundtrack,Relaxing,Open World,Crafting"
Have a Nice Death,https://store.steampowered.com/app/1740720/Have_a_Nice_Death/?snr=1_7_7_7000_150_27,"Action Roguelike,Hack and Slash,Funny,Action,Singleplayer,2D,2D Platformer,Dark Humor,Cartoony,Cartoon,Gothic,Controller,Roguelike,Comedy,Roguelite,Early Access,Combat,Indie,Platformer,Metroidvania"
Dust to the End,https://store.steampowered.com/app/1074070/Dust_to_the_End/?snr=1_7_7_7000_150_28,"Simulation,Hand-drawn,Post-apocalyptic,Adventure,Trading,Open World,Strategy,Turn-Based Combat,RPG,Turn-Based Strategy,Strategy RPG,Tactical RPG,City Builder,Base Building,Indie,Futuristic,Survival,Economy,Character Customization,Female Protagonist"
SimRail - The Railway Simulator,https://store.steampowered.com/app/1422130/SimRail__The_Railway_Simulator/?snr=1_7_7_7000_150_28,"Early Access,Trains,Simulation,Transportation,Multiplayer,Driving,Massively Multiplayer,Realistic,Singleplayer,Physics,Automobile Sim,Online Co-Op,Open World,Immersive Sim,Family Friendly,Exploration,3D,Experience,First-Person,Life Sim"
Animal Revolt Battle Simulator,https://store.steampowered.com/app/1215390/Animal_Revolt_Battle_Simulator/?snr=1_7_7_7000_150_28,"Indie,Sandbox,Simulation,Dinosaurs,Physics,Funny,Wargame,Survival,War,Strategy,Moddable,Fighting,3D,Combat,Tactical,Action,Memes,Blood,Singleplayer,Casual"
Placid Plastic Duck Simulator,https://store.steampowered.com/app/1999360/Placid_Plastic_Duck_Simulator/?snr=1_7_7_7000_150_28,"Cute,Collectathon,Relaxing,Physics,Psychological Horror,Immersive Sim,3D,Casual,Life Sim,Funny,Third Person,Female Protagonist,Simulation,Colorful,Surreal,Realistic,Family Friendly,Atmospheric,Memes,1990's"
Surviving Mars,https://store.steampowered.com/app/464920/Surviving_Mars/?snr=1_7_7_7000_150_28,"Colony Sim,City Builder,Strategy,Survival,Space,Base Building,Mars,Simulation,Sci-fi,Resource Management,Singleplayer,Building,Management,Sandbox,Space Sim,Futuristic,Open World,RTS,Great Soundtrack,Moddable"
WRC 9 FIA World Rally Championship,https://store.steampowered.com/app/1267540/WRC_9_FIA_World_Rally_Championship/?snr=1_7_7_7000_150_28,"Racing,Sports,Driving,Automobile Sim,Physics,Management,Time Management,PvP,eSports,Competitive,3D,First-Person,Simulation,Third Person,Open World,Offroad,Colorful,Realistic,Score Attack,Cinematic"
Touge Shakai,https://store.steampowered.com/app/2113900/Touge_Shakai/?snr=1_7_7_7000_150_28,"Early Access,Racing,Immersive Sim,1990's,Driving,Automobile Sim,Physics,Simulation,Combat Racing,VR,Controller,PvP,Arcade,Character Customization,3D,First-Person,Third Person,Vehicular Combat,Realistic,Stylized"
Lost Castle / 失落城堡,https://store.steampowered.com/app/434650/Lost_Castle/?snr=1_7_7_7000_150_28,"4 Player Local,Action Roguelike,Side Scroller,Beat 'em up,Dungeon Crawler,Roguelite,Hack and Slash,PvP,PvE,Roguelike,Multiplayer,Difficult,Action RPG,RPG,Local Multiplayer,2D,Multiple Endings,Colorful,Loot,Singleplayer"
Cruelty Squad,https://store.steampowered.com/app/1388770/Cruelty_Squad/?snr=1_7_7_7000_150_28,"Capitalism,Surreal,Immersive Sim,FPS,Psychological Horror,Cyberpunk,Shooter,Psychedelic,First-Person,Stealth,Lore-Rich,Dark Humor,Stylized,Dystopian,Action,Post-apocalyptic,Assassin,Tactical,Retro,Simulation"
ZERO Sievert,https://store.steampowered.com/app/1782120/ZERO_Sievert/?snr=1_7_7_7000_150_28,"Survival,Post-apocalyptic,Looter Shooter,Action,Shooter,Early Access,Open World,Top-Down,Adventure,Simulation,Indie,Singleplayer,Strategy,Loot,Atmospheric,Exploration,Base Building,Survival Horror,Action-Adventure,Immersive"
Moss: Book II,https://store.steampowered.com/app/2059670/Moss_Book_II/?snr=1_7_7_7000_150_28,"VR,Action-Adventure,Puzzle Platformer,Combat,Story Rich,Cute,Action,Adventure,Platformer,Puzzle,Narration,Cinematic,Singleplayer,Female Protagonist,Family Friendly,First-Person,Third Person,Atmospheric,Fantasy,Sequel"
Cross Tails,https://store.steampowered.com/app/2106560/Cross_Tails/?snr=1_7_7_7000_150_28,"Simulation,Strategy RPG,Fantasy,JRPG,Turn-Based Strategy,Singleplayer,Turn-Based Tactics,Adventure,RPG,Stylized,Strategy,Top-Down"
Anarchy: Wolf's law,https://store.steampowered.com/app/1133060/Anarchy_Wolfs_law/?snr=1_7_7_7000_150_28,"Action,Survival,Atmospheric,Looter Shooter,Open World,Adventure,PvP,Realistic,Zombies,Multiplayer,Crafting,FPS,First-Person,Singleplayer,Shooter,Heist,PvE,Arcade,Tactical,Post-apocalyptic"
NARUTO: Ultimate Ninja STORM,https://store.steampowered.com/app/495140/NARUTO_Ultimate_Ninja_STORM/?snr=1_7_7_7000_150_28,"Action,Adventure,Anime,Fighting,Open World,Multiplayer,Singleplayer,Ninja,Story Rich,3D Fighter"
art of rally,https://store.steampowered.com/app/550320/art_of_rally/?snr=1_7_7_7000_150_28,"Racing,Driving,Sports,Physics,Difficult,Top-Down,Automobile Sim,Arcade,Relaxing,Stylized,Simulation,Offroad,Action,Atmospheric,Singleplayer,Soundtrack,Great Soundtrack,Controller,Indie,Fast-Paced"
EARTH DEFENSE FORCE 5,https://store.steampowered.com/app/1007040/EARTH_DEFENSE_FORCE_5/?snr=1_7_7_7000_150_28,"Action,Online Co-Op,Third-Person Shooter,Mechs,Co-op,Aliens,Shooter,Local Co-Op,Sci-fi,Split Screen,Multiplayer,Funny,Class-Based,Anime,Difficult,Singleplayer,Third Person,Hack and Slash,Comedy,Female Protagonist"
Amanda the Adventurer,https://store.steampowered.com/app/2166060/Amanda_the_Adventurer/?snr=1_7_7_7000_150_28,"Horror,First-Person,Old School,1990's,Puzzle,Mystery,Story Rich,Atmospheric,Adventure,Interactive Fiction,Point & Click,Choose Your Own Adventure,3D,Exploration,Dark,Colorful,Psychological Horror,Stylized,Psychological,Supernatural"
SMITE®,https://store.steampowered.com/app/386360/SMITE/?snr=1_7_7_7000_150_28,"Free to Play,MOBA,Multiplayer,Anime,Action,Third Person,Mythology,MMORPG,Team-Based,Nostalgia,Competitive,PvP,Strategy,Co-op,Massively Multiplayer,Open World,eSports,RPG,Adventure,Casual"
Software Inc.,https://store.steampowered.com/app/362620/Software_Inc/?snr=1_7_7_7000_150_29,"Early Access,Management,Immersive Sim,Building,Economy,Simulation,Capitalism,Sandbox,Game Development,Indie,Tutorial,Time Management,Character Customization,Software,Programming,Strategy,Automation,Moddable,3D,Procedural Generation"
MY HERO ONE'S JUSTICE,https://store.steampowered.com/app/748360/MY_HERO_ONES_JUSTICE/?snr=1_7_7_7000_150_28,"Action,Anime,Fighting,Superhero,Multiplayer,Character Customization,Singleplayer,Local Multiplayer,Heist"
"Flashing Lights: Police, Firefighting, Emergency Services Simulator",https://store.steampowered.com/app/605740/Flashing_Lights_Police_Firefighting_Emergency_Services_Simulator/?snr=1_7_7_7000_150_28,"Third Person,Open World,Simulation,Action,Moddable,Driving,Early Access,Job Simulator,Mod,Third-Person Shooter,RPG,Shooter,Multiplayer,Online Co-Op,Tactical,Detective,Co-op,Sandbox,FPS,First-Person"
Land of War - The Beginning,https://store.steampowered.com/app/1146300/Land_of_War__The_Beginning/?snr=1_7_7_7000_150_29,"Shooter,Action,World War II,FPS,Adventure,Singleplayer,Realistic,Atmospheric,Strategy,Violent,Old School,Wargame,Historical,Combat,Exploration,First-Person,War,Stealth,Military,Flight"
Lumberjack's Dynasty,https://store.steampowered.com/app/968970/Lumberjacks_Dynasty/?snr=1_7_7_7000_150_29,"Simulation,Building,Crafting,Open World,Multiplayer,Automobile Sim,Driving,First-Person,Singleplayer,Realistic,Nature,Relaxing,RPG,Exploration,Atmospheric,Family Friendly,Casual,Adventure,Early Access,Life Sim"
Microcosmum: survival of cells,https://store.steampowered.com/app/386260/Microcosmum_survival_of_cells/?snr=1_7_7_7000_150_29,"RTS,Atmospheric,Idler,Puzzle,Sandbox,Strategy,Cute,2D,Underwater,Top-Down,Real Time Tactics,Relaxing,Casual,Action,Realistic,Colorful,Space,Tactical,Family Friendly,Logic"
Tyranny,https://store.steampowered.com/app/362960/Tyranny/?snr=1_7_7_7000_150_29,"RPG,Choices Matter,Story Rich,Isometric,CRPG,Dark Fantasy,Adventure,Singleplayer,Villain Protagonist,Fantasy,Real-Time with Pause,Character Customization,Atmospheric,Party-Based RPG,Open World,Great Soundtrack,Turn-Based,Strategy,Female Protagonist,Action"
Instant War,https://store.steampowered.com/app/2004290/Instant_War/?snr=1_7_7_7000_150_29,"Strategy,4X,Action RTS,Grand Strategy,Wargame,3D,Top-Down,Futuristic,Military,Modern,Tanks,War,PvP,Resource Management,Massively Multiplayer,Team-Based,Multiplayer,Free to Play,Online Co-Op,RTS"
Punch Club,https://store.steampowered.com/app/394310/Punch_Club/?snr=1_7_7_7000_150_29,"Management,Time Management,Boxing,Pixel Graphics,Beat 'em up,RPG,2D Fighter,Fighting,Sports,Arcade,Simulation,Story Rich,Choices Matter,2D,Funny,Retro,Cartoony,Action,Atmospheric,1990's"
This Land Is My Land,https://store.steampowered.com/app/1069640/This_Land_Is_My_Land/?snr=1_7_7_7000_150_29,"Survival,Stealth,Open World Survival Craft,Open World,RPG,Western,Multiplayer,Simulation,Crafting,Action,Third Person,Indie,Singleplayer,Violent,First-Person,Sandbox,Historical,America,FPS,Early Access"
Caveblazers,https://store.steampowered.com/app/452060/Caveblazers/?snr=1_7_7_7000_150_29,"Action Roguelike,Platformer,Pixel Graphics,Roguelite,Roguelike,2D Platformer,Perma Death,Procedural Generation,Replay Value,Character Customization,Difficult,2D,Action,Retro,Adventure,Action RPG,Co-op,Local Co-Op,Singleplayer,Fantasy"
FPV LOGIC,https://store.steampowered.com/app/2398030/FPV_LOGIC/?snr=1_7_7_7000_150_29,"Racing,Flight,Simulation,Sports,Physics,3D,First-Person,Third Person,Early Access,Indie,Realistic,Singleplayer"
Mashinky,https://store.steampowered.com/app/598960/Mashinky/?snr=1_7_7_7000_150_29,"Early Access,Strategy,Simulation,Trains,Management,Sandbox,Economy,Transportation,Procedural Generation,Difficult,RTS,Open World,2D,3D,Isometric,Historical,Realistic,Level Editor,Moddable,Resource Management"
Magicka,https://store.steampowered.com/app/42910/Magicka/?snr=1_7_7_7000_150_29,"Comedy,Co-op,Action,Fantasy,Online Co-Op,Magic,RPG,Multiplayer,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Team-Based,Action RPG,Arcade,Strategy"
The Legend of Heroes: Kuro no Kiseki,https://store.steampowered.com/app/2138610/The_Legend_of_Heroes_Kuro_no_Kiseki/?snr=1_7_7_7000_150_29,"Action,Adventure,RPG,Action RPG,Action-Adventure,JRPG,Tactical RPG,3D,Anime,Colorful,Fantasy,Futuristic,Magic,War,Combat,Controller,PvE,Singleplayer"
I Was a Teenage Exocolonist,https://store.steampowered.com/app/1148760/I_Was_a_Teenage_Exocolonist/?snr=1_7_7_7000_150_29,"Choices Matter,Life Sim,RPG,Deckbuilding,Choose Your Own Adventure,Dating Sim,Multiple Endings,Story Rich,Trading Card Game,Sci-fi,Visual Novel,Simulation,Management,Interactive Fiction,Card Game,Hand-drawn,LGBTQ+,Survival,Turn-Based,Futuristic"
Creepy Tale,https://store.steampowered.com/app/1224020/Creepy_Tale/?snr=1_7_7_7000_150_30,"Dark,Horror,Singleplayer,Indie,Narration,2D Platformer,Puzzle,Side Scroller,Platformer,Escape Room,Action-Adventure,RPG,2D,Psychological Horror,Story Rich,Cartoony,Hand-drawn,Atmospheric,Adventure,Puzzle Platformer"
Kingspray Graffiti VR,https://store.steampowered.com/app/471660/Kingspray_Graffiti_VR/?snr=1_7_7_7000_150_30,"Simulation,VR,Multiplayer,First-Person,Casual"
Secrets of Grindea,https://store.steampowered.com/app/269770/Secrets_of_Grindea/?snr=1_7_7_7000_150_30,"Early Access,Action RPG,Online Co-Op,Pixel Graphics,Character Customization,Funny,Roguelite,Hack and Slash,RPG,Roguelike,2D,JRPG,Story Rich,Top-Down,Cute,Fantasy,Action,Anime,Colorful,Combat"
Trombone Champ,https://store.steampowered.com/app/1059990/Trombone_Champ/?snr=1_7_7_7000_150_30,"Rhythm,Comedy,Funny,Music,Cute,Cartoon,Casual,Singleplayer,Colorful,Parody,Moddable,Satire,3D,Memes,Family Friendly,Horror,Souls-like,Experimental,Indie,Difficult"
while True: learn(),https://store.steampowered.com/app/619150/while_True_learn/?snr=1_7_7_7000_150_30,"Programming,Simulation,Education,Puzzle,Indie,Sandbox,Building,Science,Cats,Logic,Investigation,Underground,Transhumanism,Dynamic Narration,Intentionally Awkward Controls,Singleplayer,2D"
RWBY: Grimm Eclipse,https://store.steampowered.com/app/418340/RWBY_Grimm_Eclipse/?snr=1_7_7_7000_150_30,"Action,Hack and Slash,Anime,Female Protagonist,Co-op,Multiplayer,Adventure,Great Soundtrack,Online Co-Op,Indie,Beat 'em up,Third Person,Fighting,Early Access,Spectacle fighter,Cute,Action RPG,Fantasy,Team-Based,Singleplayer"
Hatred,https://store.steampowered.com/app/341940/Hatred/?snr=1_7_7_7000_150_30,"Gore,Violent,Action,Dark,Mature,Shooter,Villain Protagonist,Indie,Isometric,Singleplayer,Twin Stick Shooter,Psychological Horror,Open World,Horror,Top-Down Shooter,Dark Humor,Third-Person Shooter,Survival,Difficult,Dark Fantasy"
Eville,https://store.steampowered.com/app/1220170/Eville/?snr=1_7_7_7000_150_30,"Social Deduction,Werewolves,Investigation,RPG,PvP,Online Co-Op,Co-op,Party Game,Conversation,Casual,Assassin,Multiplayer,Indie,Colorful,Funny,3D,Diplomacy,Strategy,Cartoony,Adventure"
Goobies,https://store.steampowered.com/app/2294130/Goobies/?snr=1_7_7_7000_150_30,"Action Roguelike,Bullet Hell,Top-Down Shooter,Roguelite,3D,Casual,Vampire,Action,Singleplayer,RPG,Arcade,Action RPG,Retro,Score Attack,Dark Fantasy,Shoot 'Em Up,Shooter,Choices Matter,Stylized,Magic"
Creepy Tale 2,https://store.steampowered.com/app/1550510/Creepy_Tale_2/?snr=1_7_7_7000_150_30,"Dark,Horror,Singleplayer,Indie,Narration,Drama,Escape Room,Puzzle,Side Scroller,Point & Click,Mystery,Action-Adventure,Lore-Rich,2D,Story Rich,Hand-drawn,Atmospheric,Adventure,RPG,2D Platformer"
Otherworld Legends 战魂铭人,https://store.steampowered.com/app/1761380/Otherworld_Legends/?snr=1_7_7_7000_150_30,"Co-op,RPG,Action,Roguelike,Pixel Graphics,Multiplayer,Indie,Hack and Slash,Metroidvania,Roguelite,Roguevania,Underground,Dark,Retro,Combat,Perma Death,Controller,Exploration,Singleplayer,Dungeon Crawler"
Your Only Move Is HUSTLE,https://store.steampowered.com/app/2212330/Your_Only_Move_Is_HUSTLE/?snr=1_7_7_7000_150_30,"2D Fighter,Turn-Based Strategy,Action,Strategy,Spectacle fighter,Turn-Based Tactics,Sandbox,2D,Simulation,Pixel Graphics,Side Scroller,Anime,Solitaire,Cartoon,Cinematic,Cartoony,Colorful,Hand-drawn,Cute,Minimalist"
Cassette Beasts,https://store.steampowered.com/app/1321440/Cassette_Beasts/?snr=1_7_7_7000_150_30,"Simulation,3D,Turn-Based Tactics,Exploration,Turn-Based,Anime,Pixel Graphics,Cute,Story Rich,Strategy,Character Customization,Fantasy,Creature Collector,RPG,Adventure,Colorful,Collectathon,Open World,Turn-Based Combat,JRPG"
The Pathless,https://store.steampowered.com/app/1492680/The_Pathless/?snr=1_7_7_7000_150_30,"Adventure,Archery,Exploration,Story Rich,Singleplayer,Female Protagonist,Music,Family Friendly,Atmospheric,3D Platformer,Action,Open World,Nature,Stylized,Fantasy,Action-Adventure,3D,Third Person,Soundtrack,Indie"
Roboquest,https://store.steampowered.com/app/692890/Roboquest/?snr=1_7_7_7000_150_30,"Early Access,FPS,Action Roguelike,Roguelite,Co-op,Online Co-Op,Shooter,Fast-Paced,Post-apocalyptic,Looter Shooter,Bullet Hell,Action,Perma Death,Sci-fi,Stylized,Indie,Colorful,Singleplayer,First-Person,Multiplayer"
The Dark Pictures Anthology: Man of Medan,https://store.steampowered.com/app/939850/The_Dark_Pictures_Anthology_Man_of_Medan/?snr=1_7_7_7000_150_30,"Choices Matter,Horror,Co-op,Adventure,Multiplayer,Cinematic,Story Rich,Gore,Violent,Singleplayer,Atmospheric,Survival Horror,Quick-Time Events,Psychological Horror,Third Person,Local Multiplayer,Action,Nudity,Sexual Content,Female Protagonist"
The Wandering Village,https://store.steampowered.com/app/1121640/The_Wandering_Village/?snr=1_7_7_7000_150_31,"Early Access,Sandbox,City Builder,Procedural Generation,Nature,RTS,Strategy,Base Building,Cute,Survival,Relaxing,Post-apocalyptic,Singleplayer,Roguelike,Resource Management,Economy,Real-Time with Pause,Family Friendly,Emotional,Management"
Farmer's Dynasty,https://store.steampowered.com/app/678900/Farmers_Dynasty/?snr=1_7_7_7000_150_31,"Simulation,Farming Sim,Life Sim,RPG,Agriculture,Singleplayer,Early Access,Building,Open World,Casual,Strategy,Realistic,Management,Crafting,Relaxing,First-Person,Driving,Family Friendly,Controller,Nature"
Your Turn To Die -Death Game By Majority-,https://store.steampowered.com/app/2067780/Your_Turn_To_Die_Death_Game_By_Majority/?snr=1_7_7_7000_150_31,"Early Access,Female Protagonist,Multiple Endings,Dark,Singleplayer,Choose Your Own Adventure,Point & Click,Mystery,Interactive Fiction,Survival,Psychological,Adventure,Survival Horror,Anime,Psychological Horror,Pixel Graphics,2D,Story Rich,Comic Book,Colorful"
Cats Hidden in Paris,https://store.steampowered.com/app/2313250/Cats_Hidden_in_Paris/?snr=1_7_7_7000_150_31,"Cats,Hidden Object,Wholesome,Puzzle,Cozy,Cute,Relaxing,Casual,Hand-drawn,Cartoony,Minimalist,Free to Play,Collectathon,Creature Collector,Exploration,Singleplayer,Point & Click,Indie,Psychological Horror"
Breathedge,https://store.steampowered.com/app/738520/Breathedge/?snr=1_7_7_7000_150_31,"Open World Survival Craft,Space,Survival,Singleplayer,Sandbox,Indie,Base Building,Sci-fi,First-Person,Atmospheric,Adventure,Crafting,Open World,Exploration,Action,Early Access,Aliens,Simulation,Action-Adventure,Futuristic"
Death Road to Canada,https://store.steampowered.com/app/252610/Death_Road_to_Canada/?snr=1_7_7_7000_150_31,"Pixel Graphics,Zombies,Action Roguelike,Local Co-Op,Action,Survival,Roguelike,Indie,Character Customization,Comedy,Great Soundtrack,RPG,Multiplayer,Replay Value,Co-op,Funny,Difficult,2D,Roguelite,Memes"
Russian Life Simulator,https://store.steampowered.com/app/1070330/Russian_Life_Simulator/?snr=1_7_7_7000_150_31,"Simulation,Memes,Clicker,Singleplayer,2D,Indie,Action,Great Soundtrack,Strategy,Casual,Atmospheric,Sports,Life Sim,Relaxing,Story Rich,Family Friendly,Adventure,Lore-Rich,Character Customization,Stylized"
DARK SOULS™ II: Scholar of the First Sin,https://store.steampowered.com/app/335300/DARK_SOULS_II_Scholar_of_the_First_Sin/?snr=1_7_7_7000_150_31,"Souls-like,Dark Fantasy,RPG,Difficult,Action,Third Person,Atmospheric,Action RPG,Character Customization,Co-op,Multiplayer,Adventure,Fantasy,Medieval,Dark,Singleplayer,Lore-Rich,Story Rich,PvP,Remake"
Distant Worlds 2,https://store.steampowered.com/app/1531540/Distant_Worlds_2/?snr=1_7_7_7000_150_31,"Simulation,Strategy,4X,Grand Strategy,Sci-fi,3D,Space,Early Access,Singleplayer,Procedural Generation,Combat,Real-Time with Pause"
Darksiders III,https://store.steampowered.com/app/606280/Darksiders_III/?snr=1_7_7_7000_150_31,"Hack and Slash,Action,Female Protagonist,Singleplayer,Adventure,Souls-like,RPG,Action-Adventure,Open World,Violent,Third Person,Story Rich,Atmospheric,Dark Fantasy,Post-apocalyptic,Puzzle,Fantasy,Gore,Difficult,Dark"
Lost in Play,https://store.steampowered.com/app/1328840/Lost_in_Play/?snr=1_7_7_7000_150_31,"Puzzle,Indie,Point & Click,Singleplayer,Mystery,Casual,Hand-drawn,Cartoon,Adventure,Female Protagonist,Fantasy,Wholesome,Comedy,Colorful,Surreal,Story Rich,Funny,Family Friendly,Atmospheric,2D"
Minion Masters,https://store.steampowered.com/app/489520/Minion_Masters/?snr=1_7_7_7000_150_31,"Real Time Tactics,RTS,Multiplayer,Co-op,Card Battler,Free to Play,Strategy RPG,Card Game,PvP,Strategy,Deckbuilding,PvE,Tactical,Competitive,Online Co-Op,Singleplayer,Turn-Based Tactics,Mouse only,Tower Defense,Stylized"
AI: The Somnium Files,https://store.steampowered.com/app/948740/AI_The_Somnium_Files/?snr=1_7_7_7000_150_31,"Visual Novel,Anime,Mystery,Story Rich,Detective,Adventure,Gore,Sci-fi,Comedy,Violent,Singleplayer,Multiple Endings,Choices Matter,Great Soundtrack,Puzzle,Sexual Content,Horror,Psychological Horror,Point & Click,Escape Room"
Project CARS 3,https://store.steampowered.com/app/958400/Project_CARS_3/?snr=1_7_7_7000_150_31,"Racing,Arcade,Action,Sports,First-Person,Automobile Sim,Third Person,Simulation,3D Vision,Immersive Sim,Realistic,Modern,Atmospheric,Driving,PvP,Physics,Multiplayer,VR,Singleplayer,Asynchronous Multiplayer"
Wall World,https://store.steampowered.com/app/2187290/Wall_World/?snr=1_7_7_7000_150_31,"Roguelite,Mining,Tower Defense,Difficult,Strategy,Roguelike,Pixel Graphics,Procedural Generation,Exploration,Mechs,Management,Aliens,Singleplayer,Action-Adventure,Action,Combat,Side Scroller,Sci-fi,2D,Resource Management"
Distant Worlds 2,https://store.steampowered.com/app/1531540/Distant_Worlds_2/?snr=1_7_7_7000_150_32,"Simulation,Strategy,4X,Grand Strategy,Sci-fi,3D,Space,Early Access,Singleplayer,Procedural Generation,Combat,Real-Time with Pause"
Death's Gambit: Afterlife,https://store.steampowered.com/app/356650/Deaths_Gambit_Afterlife/?snr=1_7_7_7000_150_31,"Souls-like,Metroidvania,RPG,Pixel Graphics,Action,Dark Fantasy,2D,Indie,Adventure,Platformer,Difficult,Action RPG,Singleplayer,Atmospheric,Side Scroller,Fantasy,Great Soundtrack,Story Rich,Controller,Replay Value"
Undisputed,https://store.steampowered.com/app/1451190/Undisputed/?snr=1_7_7_7000_150_32,"3D Fighter,3D,Third Person,Combat,Controller,Boxing,Fighting,Multiplayer,Sports,Realistic,Early Access,Singleplayer,Local Multiplayer,Action,eSports,Simulation,PvE,PvP,Character Customization,Immersive Sim"
Roguebook,https://store.steampowered.com/app/1076200/Roguebook/?snr=1_7_7_7000_150_32,"RPG,Indie,Card Game,Deckbuilding,Strategy,Singleplayer,Roguelite,Turn-Based,Turn-Based Tactics,Roguelike,Turn-Based Combat,Card Battler,2D,Difficult,Roguelike Deckbuilder,Fantasy,Replay Value,Turn-Based Strategy,Adventure,Magic"
Human Resource Machine,https://store.steampowered.com/app/375820/Human_Resource_Machine/?snr=1_7_7_7000_150_32,"Programming,Puzzle,Indie,Casual,Education,Simulation,Singleplayer,Automation,Touch-Friendly,Comedy,Logic,Difficult,Great Soundtrack,Funny,Satire,Sandbox,Experimental,Resource Management,2D"
7 Billion Humans,https://store.steampowered.com/app/792100/7_Billion_Humans/?snr=1_7_7_7000_150_32,"Programming,Puzzle,Indie,Simulation,Singleplayer,Education,Logic,Touch-Friendly,Great Soundtrack,Funny,Automation,Satire,Casual"
